text,clean_text,sentiment_label
Lu mulai rugi ya ?,lu mulai rugi ya,Negative
zero some game yg ada deviden nya 😄,zero some game yg ada deviden nya,Neutral
Bikin part 2 dong. Kayanya belum selesai ya.,bikin part 2 dong kayanya belum selesai ya,Negative
Merinding gue nonton ini jadi kebayang dan lagi mempertanyakan diri apakah gue termasuk ke makan permainan bandar ya wkwk,merinding gue nonton ini jadi kebayang dan lagi mempertanyakan diri apakah gue termasuk ke makan permainan bandar ya wkwk,Negative
Sssttt jangan dispill bang. Wkwkwk,st jangan dispill bang wkwkwk,Negative
bereteman dengan 5 Bandar lebih baik daripada berteman dengan 100 teknikalis.,bereteman dengan 5 bandar lebih baik daripada berteman dengan 100 teknikalis,Negative
Buka terus bang biar ritel di bodoh2hin semngats,buka terus bang biar ritel di bodoh2hin semngats,Negative
Yang mau tau spesifik ada salah satu kasus nih saham SULI dan dibahas ama agan Fransiskus Wiguna. Ini keren banget video nya   https://www.youtube.com/watch?v=1cHNMByZfRE,yang mau tau spesifik ada salah satu kasus nih saham suli dan dibahas ama agan fransiskus wiguna ini keren banget video nya,Positive
Loh.. Kok udah selesai videonya... Kurang panjang bang.. Next part 2 ya....,loh kok udah selesai videonya kurang panjang bang next part 2 ya,Negative
"Makasih ko infonya, sangat bermanfaat",makasih ko infonya sangat bermanfaat,Positive
Apa kripto juga sama,apa kripto juga sama,Positive
Wow ngeri sekali 🫢,wow ngeri sekali,Negative
"Bagus banget ini, tp maaf ngomongnya jangan cepet2, saya masih baru di saham",bagus banget ini tp maaf ngomongnya jangan cepet2 saya masih baru di saham,Negative
"gw setuju,",gw setuju,Positive
"Buat pemain saham yang udah lama atau orang yang udah lama berkecimpung dunia finansial sih semua yang diceritain di sini bukan rahasia sama sekali atau istilahnya “udah rahasia umum” lah. Ga seberbahaya itu sampe bilang kemungkinan di-take down. Cuma karena konten ini memang jelas buat awam dan investor pemula, perspektif dan efek menakut-nakutinya, boleh lah. Research-nya lumayan lengkap. You masih muda juga. Salut, Bro 😂  Saran, lebih dorong long-term investor buat investing aja dan jauhi trading atau scalping yang high risk. Fundamental analysis dibutuhkan buat long-term investing itu, dan technical analysis dibutuhkan buat cari timing masuk. Permainan pihak manajemen, para bandar dll yang maenin harga ga usah terlalu dipikirin lah kalo main jangka panjang. Liat emiten pake 5C 5P 3R aja buat liat seberapa going concern bisnisnya itu. Kebanyakan orang kita, mindset-nya itu “pengen cepet kaya” dengan main saham atau investasi lain. Educate mereka bahwa mindset begitu itu salah. Educate mereka untuk bisa punya grow mindset macem you punya 👍🏻",buat pemain saham yang udah lama atau orang yang udah lama berkecimpung dunia finansial sih semua yang diceritain di sini bukan rahasia sama sekali atau istilahnya udah rahasia umum lah ga seberbahaya itu sampe bilang kemungkinan di take down cuma karena konten ini memang jelas buat awam dan investor pemula perspektif dan efek menakut nakutinya boleh lah research nya lumayan lengkap you masih muda juga salut bro saran lebih dorong long term investor buat investing aja dan jauhi trading atau scalping yang high risk fundamental analysis dibutuhkan buat long term investing itu dan technical analysis dibutuhkan buat cari timing masuk permainan pihak manajemen para bandar dll yang maenin harga ga usah terlalu dipikirin lah kalo main jangka panjang liat emiten pake 5c 5p 3r aja buat liat seberapa going concern bisnisnya itu kebanyakan orang kita mindset nya itu pengen cepet kaya dengan main saham atau investasi lain educate mereka bahwa mindset begitu itu salah educate mereka untuk bisa punya grow mindset macem you punya,Positive
"Ilmu yg bisa didapet dari video ini bener bener banyakk, jadi lebih tau.  Thank you, suksess selaluu",ilmu yg bisa didapet dari video ini bener bener banyakk jadi lebih tau thank you suksess selaluu,Positive
"Mantap koo ilmunya, isinya daging semua. Sangat manfaat buat kita” para retail yg perlu upgrade ilmu terus. Di tunggu part 2 nya 👍🏻",mantap koo ilmunya isinya daging semua sangat manfaat buat kita para retail yg perlu upgrade ilmu terus di tunggu part 2 nya,Positive
Bikin account nya gimana? Kan umur 15 thn lum punya ktp?,bikin account nya gimana kan umur 15 thn lum punya ktp,Neutral
9:04 akhirnya ada yang ngomong juga sesuai dengan pemikiran gua,9 04 akhirnya ada yang ngomong juga sesuai dengan pemikiran gua,Negative
Ko bahasa saham aces dong,ko bahasa saham aces dong,Negative
"ga pernah takut gw ama yang kyk2 gini, krng gw invest emang untuk cashflow yang menghasilkan deviden ny, harga cocok dengan deviden dan rutin , masuk, hold ampe bengek,,,tidur, selesai,  seperti kata benyamin graham dalam bukunya intelligent investor saham sejatinya bukan perusahaan ,, dan perusahaan sejatinya bukan saham  jadi gw cari perusahaannya , bukan sahamnya  but thanks informasinya mas timothy,, nambah ilmu",ga pernah takut gw ama yang kyk2 gini krng gw invest emang untuk cashflow yang menghasilkan deviden ny harga cocok dengan deviden dan rutin masuk hold ampe bengek tidur selesai seperti kata benyamin graham dalam bukunya intelligent investor saham sejatinya bukan perusahaan dan perusahaan sejatinya bukan saham jadi gw cari perusahaannya bukan sahamnya but thanks informasinya mas timothy nambah ilmu,Negative
Trima kasih bro ilmu sangat membantu ..... smangat 🔥,trima kasih bro ilmu sangat membantu smangat,Positive
"let the market mechanism to serve you, not to exploit you. how? graham, buffett, lynch, and many value investors have given the proven framework that have been tested through decades of market period. Inefficient market will give you more opportunities to find undervalue stocks and also stocks with madness valuation at the same time.",let the market mechanism to serve you not to exploit you how graham buffett lynch and many value investors have given the proven framework that have been tested through decades of market period inefficient market will give you more opportunities to find undervalue stocks and also stocks with madness valuation at the same time,Positive
Bandarrr bisa dikalahkan asal kita jangan serakah. Disiplin cutloss sama kalau dah cuan langsung TP. Kalau mau invest harus bener² cari saham yg fundamentalnya bagus.,bandar bisa dikalahkan asal kita jangan serakah disiplin cutloss sama kalau dah cuan langsung tp kalau mau invest harus bener cari saham yg fundamentalnya bagus,Negative
"gada yg adil mau dimanapun kalau melibatkan uang. ga crypto ga stock market ada aja. tapi crypto ga tergulasi sama sekali. scam. dusting attack, dll",gada yg adil mau dimanapun kalau melibatkan uang ga crypto ga stock market ada aja tapi crypto ga tergulasi sama sekali scam dusting attack dll,Negative
"Bang, bikin video perbandingan antara trading saham sama forex/index bang. Mending yang mana. Yang setuju like biar bang ronald ngelihat.",bang bikin video perbandingan antara trading saham sama forex index bang mending yang mana yang setuju like biar bang ronald ngelihat,Negative
this dude knows a lot,this dude knows a lot,Negative
"Oke lets say bentar lagi musim politik nih, nahhh berarti pasti ada emiten yg di untungkan dong dengan pesta politik ini? Pemilik emiten yg mau maju di politik bakal pompom saham nya ga nih?",oke lets say bentar lagi musim politik nih nah berarti pasti ada emiten yg di untungkan dong dengan pesta politik ini pemilik emiten yg mau maju di politik bakal pompom saham nya ga nih,Positive
Sangat membantu bikin melek dunia aaham,sangat membantu bikin melek dunia aaham,Positive
Apakah ini ada kaitannya dengan kaesang cuam 2300% di Bank Aladin?,apakah ini ada kaitannya dengan kaesang cuam 2300 di bank aladin,Neutral
Baru tau jas... Keren lnjut part2,baru tau jas keren lnjut part2,Positive
Ilmu ini udah pernah saya dapat dari Pak Gema dan Pak Teguh Hidayat   Bandar Yah Ownernya sendiri   Terimakasih Koh Untuk Videonya  Reminder  kembali,ilmu ini udah pernah saya dapat dari pak gema dan pak teguh hidayat bandar yah ownernya sendiri terimakasih koh untuk videonya reminder kembali,Positive
Karena owner pegang mayoritas jumlah saham,karena owner pegang mayoritas jumlah saham,Neutral
jgn terlalu frontal bro.. nanti kena kartu kuning karena ngerusak siklus chain pasar modal,jgn terlalu frontal bro nanti kena kartu kuning karena ngerusak siklus chain pasar modal,Negative
Terimakasih bro atas penjelasannya sangat membantu.. teruslah berbagi.. God bless you,terimakasih bro atas penjelasannya sangat membantu teruslah berbagi god bless you,Positive
yg di instagram tu inisial B suka pompom wkwk😂,yg di instagram tu inisial b suka pompom wkwk,Negative
Elite global lah bandar sahamnya,elite global lah bandar sahamnya,Neutral
"Ilmu gw masih cetek banget, tapi bersyukur nemu channel ky gini paling gak engga bego2 banget :'3",ilmu gw masih cetek banget tapi bersyukur nemu channel ky gini paling gak engga bego2 banget 3,Positive
Jadi keingat drama cleaning up hehehe,jadi keingat drama cleaning up hehehe,Positive
"Koh sehat sehat2, ngeri gua liat lu brani ngomong gini, ilmu mahal dan tepi jurang, tapi lu bagi gratis 🔥 💪",koh sehat sehat2 ngeri gua liat lu brani ngomong gini ilmu mahal dan tepi jurang tapi lu bagi gratis,Negative
"Best video bout stock market in indo, bisa kasi studi kasus yg spesifik dan detail, mungkin bisa kasus lama atau nama disamar?",best video bout stock market in indo bisa kasi studi kasus yg spesifik dan detail mungkin bisa kasus lama atau nama disamar,Neutral
"Yg paling terbaru emiten SINI dan MINA, sebelumnya ada RAJA. cb cek cerita dibaliknya om",yg paling terbaru emiten sini dan mina sebelumnya ada raja cb cek cerita dibaliknya om,Neutral
"Guys, ada saran dimana belajar tentang money flow? atau disini ada yang bisa bahas secara lebih rinci, Thankyouuu :>",guys ada saran dimana belajar tentang money flow atau disini ada yang bisa bahas secara lebih rinci thankyou,Positive
"Cek chanel creative trader, fransiskus wiguna, smaa wh project.",cek chanel creative trader fransiskus wiguna smaa wh project,Neutral
"Mantap"" 👍",mantap,Positive
"Bandar rampok colek wirg, dunia saham gak seseram musik nya, trading di emiten yg ngasih deviden besar ,kalau nyangkut ya biarin aja gak usah cut los , nyari duwit lagi, kerja, dagang ,bisnis, lama lama pensiun dah dengan tenang di usia senja, sambil nikmatin deviden, yg jelas buang jauh jauh fikiran pingin cepat kaya di saham",bandar rampok colek wirg dunia saham gak seseram musik nya trading di emiten yg ngasih deviden besar kalau nyangkut ya biarin aja gak usah cut los nyari duwit lagi kerja dagang bisnis lama lama pensiun dah dengan tenang di usia senja sambil nikmatin deviden yg jelas buang jauh jauh fikiran pingin cepat kaya di saham,Negative
"Klw gua sih lebih sepakat untuk aplikasi/ perusahaan sekuritas menggunakan scan wajah dalam hal transaksi saham supaya nggak ada lagi tuh oknum "" yg dapat merugikan orang lain 😆",klw gua sih lebih sepakat untuk aplikasi perusahaan sekuritas menggunakan scan wajah dalam hal transaksi saham supaya nggak ada lagi tuh oknum yg dapat merugikan orang lain,Neutral
"Kan bandar punya akses A1, bisa di aturlah kalo bikin akun bodong 😂😂😂",kan bandar punya akses a1 bisa di aturlah kalo bikin akun bodong,Neutral
"Judulnya lebih tepat Bandar Trading. Kalo long term mah,gk ngaruh apa2.",judulnya lebih tepat bandar trading kalo long term mah gk ngaruh apa2,Negative
Dapet adsense berapa tim?,dapet adsense berapa tim,Neutral
"Menurt gua ini bukan zero sum game. Intensi org beli saham beda2 bukan hanya menang kalah. Ada yg ngincer devidend, ada yg memang secara fundamental murah. Zero sum game itu klo trading jangka pendek. Klo gua hold tlkm, bbca, adro karena percaya fundamentalnya bagus apakah itu zero sum game? Engga dong.",menurt gua ini bukan zero sum game intensi org beli saham beda2 bukan hanya menang kalah ada yg ngincer devidend ada yg memang secara fundamental murah zero sum game itu klo trading jangka pendek klo gua hold tlkm bbca adro karena percaya fundamentalnya bagus apakah itu zero sum game engga dong,Positive
klo lu ngomong gitu ya brarti gw sbg pemain crypto berhak juga dong bilang kalo bitcoin itu bukan zero sum game . karena percaya fundamental wkwkwk,klo lu ngomong gitu ya brarti gw sbg pemain crypto berhak juga dong bilang kalo bitcoin itu bukan zero sum game karena percaya fundamental wkwkwk,Negative
@KarlZ33 kalo crypto ga bisa di bilang bkn zero sum game wkwkwkw. Karena ya jeals nilainya karena kepercayaan doang. Sedangkan saham perushaaan yg produktif menghasilkan laba. Crypto apaa 🤣?,kalo crypto ga bisa di bilang bkn zero sum game wkwkwkw karena ya jeals nilainya karena kepercayaan doang sedangkan saham perushan yg produktif menghasilkan laba crypto apaa,Negative
@KarlZ33 Lagian fundamental crypto apa? Game yg produktif?😂😂😂😂 Lawak,lagian fundamental crypto apa game yg produktif lawak,Neutral
"setuju sama mimin nih, pernah gw alami juga.. dulu pernah harga sahamnya naik, tapi mau jual diharga pasar tersebut ngga bisa alias ngga ada yang beli.. pemegang saham retail sepertinya susah kalau day trading apalagi scalping... kalau mau ya bener2 dipegang dalam jangka waktu panjang. dan itu juga nyeroknya dharga yang cukup bagus. tapi sekarang sudah ngga trading saham lagi sejaktau ternyata banyak permainannya dan kita harus mengerti. ternyata susah kalau mau jadi trader retail. :D",setuju sama mimin nih pernah gw alami juga dulu pernah harga sahamnya naik tapi mau jual diharga pasar tersebut ngga bisa alias ngga ada yang beli pemegang saham retail sepertinya susah kalau day trading apalagi scalping kalau mau ya bener2 dipegang dalam jangka waktu panjang dan itu juga nyeroknya dharga yang cukup bagus tapi sekarang sudah ngga trading saham lagi sejaktau ternyata banyak permainannya dan kita harus mengerti ternyata susah kalau mau jadi trader retail d,Negative
Yg bener udah dagang usaha yg real dan nabung LM fisik jangka panjang. Tenang,yg bener udah dagang usaha yg real dan nabung lm fisik jangka panjang tenang,Positive
@Renz007 lu udah kaya sekarang dengan cara lu itu ?? Kalau udah gw mau ikutin caralu,lu udah kaya sekarang dengan cara lu itu kalau udah gw mau ikutin caralu,Negative
Jdi inget dulu jdi dealer saham di sekuritas. Jual beli barang sendiri tiap hari gitu. 😂 Pertama kali kerja di anjing2in soalnya cpt bgt jdi salah sampe akhirnya megang 3 tlp 🤣 ampe leher sakit nahan tlp.,jdi inget dulu jdi dealer saham di sekuritas jual beli barang sendiri tiap hari gitu pertama kali kerja di anjing2in soalnya cpt bgt jdi salah sampe akhirnya megang 3 tlp ampe leher sakit nahan tlp,Negative
